superset_audited_ordered_ladder_available,superset_audited_ordered_ladder_valid,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,superset_audited_ordered_ladder_median_abs_error,superset_audited_ordered_ladder_mean_abs_error,superset_audited_ordered_ladder_pct_within_3,superset_audited_ordered_ladder_pct_within_5,L4_audited_candidate_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_audited_source,L4_audit_status,L5_audited_candidate_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_audited_source,L5_audit_status,L6_audited_candidate_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_audited_source,L6_audit_status,L7_audited_candidate_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_audited_source,L7_audit_status
True,True,2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,3.84375,3.420625,25.0,75.0,4114.945,4109.29,5.655,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4072.2825,4075.93,3.6475,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4047.42,4043.38,4.04,False,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_5,4008.97,4008.63,0.34,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,2.493438,3.996406,75.0,75.0,4102.42875,4112.0,9.57125,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4076.565,4079.5,2.935,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4045.5725,4047.0,1.4275,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4012.511875,4010.46,2.051875,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3
True,True,2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,5.205104,4.43319,25.0,50.0,4150.506875,4143.47,7.036875,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_10,4104.896667,4108.27,3.373333,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4078.2763,4078.21,0.0663,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4052.66625,4045.41,7.25625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4130.64,PREV_CLOSE_PROXY,,NEUTRAL,16.091675,16.428155,25.0,25.0,4150.110729,4181.28,31.169271,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_GT10,4126.22665,4146.58,20.35335,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4099.59,4111.42,11.83,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4079.68,4082.04,2.36,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3
True,True,2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4163.7,PREV_CLOSE_PROXY,,NEUTRAL,12.822604,13.874896,0.0,25.0,4156.552292,4172.25,15.697708,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4139.885625,4143.1,3.214375,False,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_5,4118.2375,4108.29,9.9475,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4099.83,4073.19,26.64,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4157.37,PREV_CLOSE_PROXY,,NEUTRAL,14.055829,17.49479,0.0,0.0,4161.7525,4169.5,7.7475,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4151.386658,4139.9,11.486658,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4126.715,4110.09,16.625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4112.7,4078.58,34.12,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4219.51,PREV_CLOSE_PROXY,,NEUTRAL,4.53,4.283125,25.0,50.0,4232.8175,4237.83,5.0125,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_10,4215.9425,4209.18,6.7625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4192.8175,4188.77,4.0475,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4163.13,4164.44,1.31,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4232.12,PREV_CLOSE_PROXY,,NEUTRAL,12.12808,12.59154,25.0,25.0,4241.97616,4229.6,12.37616,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4208.86,4209.81,0.95,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4175.44,4187.32,11.88,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4142.02,4167.18,25.16,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4205.64,PREV_CLOSE_PROXY,,NEUTRAL,3.46125,4.039375,25.0,75.0,4229.4125,4233.23,3.8175,False,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_5,4216.345,4213.24,3.105,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4185.46,4192.7,7.24,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4172.005,4170.01,1.995,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4202.98,PREV_CLOSE_PROXY,,NEUTRAL,5.845,7.57625,25.0,25.0,4223.465,4205.73,17.735,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4193.465,4188.05,5.415,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4174.195,4167.92,6.275,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4145.29,4144.41,0.88,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3
True,True,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.64,PREV_CLOSE_PROXY,,NEUTRAL,1.909062,1.929791,75.0,100.0,4202.011459,4205.56,3.548541,False,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_5,4185.268125,4183.25,2.018125,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4163.6675,4164.02,0.3525,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4145.07,4143.27,1.8,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3
True,True,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4199.09,PREV_CLOSE_PROXY,,NEUTRAL,11.804063,13.283719,0.0,0.0,4233.6205,4209.43,24.1905,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4206.544375,4188.47,18.074375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4174.21625,4168.88,5.33625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4149.90375,4144.37,5.53375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4190.56,PREV_CLOSE_PROXY,,NEUTRAL,13.31,13.954865,0.0,0.0,4202.59804,4214.14,11.54196,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4173.4525,4191.11,17.6575,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4155.2575,4169.53,14.2725,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4137.0625,4149.41,12.3475,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2025-12-10,2025-12-09,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4208.1,PREV_CLOSE_PROXY,,NEUTRAL,12.909375,12.979269,0.0,0.0,4202.021675,4215.84,13.818325,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4181.53625,4194.44,12.90375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4160.365,4173.28,12.915,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4140.05,4152.33,12.28,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-12-11,2025-12-10,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4228.54,PREV_CLOSE_PROXY,,NEUTRAL,2.396562,2.430523,75.0,100.0,4217.126468,4212.52,4.606468,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4194.393125,4192.13,2.263125,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4173.5775,4173.9,0.3225,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4151.84,4154.37,2.53,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2025-12-12,2025-12-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4279.59,PREV_CLOSE_PROXY,,NEUTRAL,5.29862,5.769206,25.0,50.0,4265.5675,4258.86,6.7075,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4257.357084,4245.23,12.127084,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4235.54974,4231.66,3.88974,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4215.4075,4215.76,0.3525,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,False,2025-12-15,2025-12-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4299.72,PREV_CLOSE_PROXY,,NEUTRAL,4.78125,7.463073,25.0,75.0,4299.72,4304.36,4.64,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4305.058542,4285.43,19.628542,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4259.2575,4264.18,4.9225,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4243.53875,4244.2,0.66125,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2025-12-16,2025-12-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4304.91,PREV_CLOSE_PROXY,,NEUTRAL,9.2725,10.465781,25.0,50.0,4317.19125,4320.99,3.79875,False,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_5,4299.365625,4301.91,2.544375,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4267.17375,4281.92,14.74625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4243.40625,4264.18,20.77375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-12-17,2025-12-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4302.04,PREV_CLOSE_PROXY,,NEUTRAL,9.086875,9.43,0.0,0.0,4306.63375,4315.01,8.37625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4287.4425,4297.24,9.7975,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4264.9425,4278.84,13.8975,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4253.25125,4258.9,5.64875,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2025-12-19,2025-12-18,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4332.34,PREV_CLOSE_PROXY,,NEUTRAL,1.770313,1.926406,75.0,100.0,4344.40625,4340.32,4.08625,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4324.8675,4323.86,1.0075,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4309.473125,4306.94,2.533125,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4290.32875,4290.25,0.07875,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3
True,True,2025-12-22,2025-12-19,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4338.16,PREV_CLOSE_PROXY,,NEUTRAL,3.23334,3.295576,50.0,75.0,4338.51668,4336.01,2.50668,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4317.94,4317.56,0.38,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4293.834375,4300.17,6.335625,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_10,4279.31,4283.27,3.96,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2025-12-23,2025-12-22,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4443.59,PREV_CLOSE_PROXY,,NEUTRAL,17.99,22.00928,0.0,0.0,4461.6425,4467.13,5.4875,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4443.995,4453.37,9.375,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4413.995,4440.6,26.605,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4379.64038,4426.21,46.56962,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,True,2025-12-26,2025-12-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4479.58,PREV_CLOSE_PROXY,,NEUTRAL,4.965163,8.343539,50.0,50.0,4493.934076,4492.12,1.814076,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4477.97242,4479.11,1.13758,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4458.10375,4466.22,8.11625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4431.85375,4454.16,22.30625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2025-12-29,2025-12-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4531.0,PREV_CLOSE_PROXY,,NEUTRAL,1.676985,2.761425,75.0,75.0,4532.18397,4530.28,1.90397,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4516.700625,4515.32,1.380625,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4505.571105,4499.26,6.311105,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4480.91,4482.36,1.45,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2025-12-30,2025-12-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.04,PREV_CLOSE_PROXY,,NEUTRAL,76.851625,78.050813,0.0,0.0,4441.09,4350.13,90.96,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4411.09,4329.56,81.53,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4384.883251,4312.71,72.173251,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4364.28,4296.74,67.54,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-01,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,13.91193,11.858954,0.0,25.0,4372.0925,4359.13,12.9625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4337.915543,4342.0,4.084457,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4309.50864,4324.37,14.86136,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4292.8225,4308.35,15.5275,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-02,2025-12-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4318.87,PREV_CLOSE_PROXY,,NEUTRAL,5.56375,6.604035,25.0,50.0,4372.0925,4376.66,4.5675,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4338.27136,4352.91,14.63864,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4323.89,4330.45,6.56,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4308.89,4308.24,0.65,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2026-01-05,2026-01-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4332.72,PREV_CLOSE_PROXY,,NEUTRAL,8.38875,9.225625,25.0,25.0,4355.89875,4375.02,19.12125,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4340.6025,4350.66,10.0575,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4325.30625,4326.31,1.00375,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4310.01,4303.29,6.72,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2026-01-06,2026-01-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4448.89,PREV_CLOSE_PROXY,,NEUTRAL,3.28625,5.42931,50.0,75.0,4455.78,4459.82,4.04,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4439.9225,4437.39,2.5325,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4420.315,4417.98,2.335,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4385.75026,4398.56,12.80974,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-07,2026-01-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4494.54,PREV_CLOSE_PROXY,,NEUTRAL,4.7825,4.372077,25.0,50.0,4514.9625,4510.43,4.5325,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4486.8375,4491.87,5.0325,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4474.16669,4475.3,1.13331,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4462.53,4455.74,6.79,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-08,2026-01-07,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.36,PREV_CLOSE_PROXY,,NEUTRAL,3.775625,3.847298,0.0,100.0,4490.95375,4494.25,3.29625,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4474.09331,4477.38,3.28669,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4462.045,4457.79,4.255,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4433.65875,4438.21,4.55125,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2026-01-09,2026-01-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4477.28,PREV_CLOSE_PROXY,,NEUTRAL,2.318944,3.361972,75.0,75.0,4479.44,4487.52,8.08,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4469.02,4468.29,0.73,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4444.472112,4447.13,2.657888,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4428.6,4426.62,1.98,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,False,2026-01-12,2026-01-09,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4509.3,PREV_CLOSE_PROXY,,NEUTRAL,10.79801,11.987755,0.0,0.0,4523.6025,4544.9,21.2975,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4523.6025,4528.66,5.0575,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4495.753355,4511.6,15.846645,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4485.730625,4491.48,5.749375,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_10
True,True,2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL,2.480625,3.07875,50.0,75.0,4599.07625,4600.74,1.66375,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4574.79375,4572.9,1.89375,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4549.3575,4546.29,3.0675,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4512.4,4518.09,5.69,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL,24.366667,26.694896,0.0,0.0,4605.32625,4597.86,7.46625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4595.177084,4575.27,19.907084,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4575.32625,4546.5,28.82625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4569.72,4519.14,50.58,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
